config,NX,NY,particles,interp_time,mover_time,total_time,PPC,per_particle_time
2,500,200,100,0.000276,8e-06,0.000285,0.001,2.850000000000e-06
2,500,200,10000,0.000692,0.000651,0.001342,0.1,1.342000000000e-07
2,500,200,1000000,0.063618,0.075097,0.138715,10.0,1.387150000000e-07
2,500,200,100000000,4.896725,6.629589,11.526314,1000.0,1.152631400000e-07
2,500,200,1000000000,375.086612,406.371945,781.458557,10000.0,7.814585570000e-07
