config,NX,NY,particles,interp_time,mover_time,total_time,PPC,per_particle_time
1,250,100,100,0.00024,2.1e-05,0.00026,0.004,2.600000000000e-06
1,250,100,10000,0.001336,0.00168,0.003017,0.4,3.017000000000e-07
1,250,100,1000000,0.050049,0.068728,0.118777,40.0,1.187770000000e-07
1,250,100,100000000,4.651099,6.439378,11.090477,4000.0,1.109047700000e-07
1,250,100,1000000000,308.077981,330.343291,638.421273,40000.0,6.384212730000e-07
