config,NX,NY,particles,interp_time,mover_time,total_time,PPC,per_particle_time
3,1000,400,100,0.001131,6.9e-05,0.0012,0.00025,1.200000000000e-05
3,1000,400,10000,0.001769,0.000659,0.002428,0.025,2.428000000000e-07
3,1000,400,1000000,0.07775,0.068911,0.146661,2.5,1.466610000000e-07
3,1000,400,100000000,7.505764,6.370721,13.876485,250.0,1.387648500000e-07
3,1000,400,1000000000,353.823863,330.500242,684.324105,2500.0,6.843241050000e-07
