NX,NY,Points,Iterations,Threads,Avg_Time_Serial(s),Avg_Time_Parallel(s),Speedup
250,100,5000000,10,2,0.109462,0.059396,1.8429
250,100,5000000,10,4,0.109462,0.031193,3.5092
250,100,5000000,10,8,0.109462,0.017205,6.3624
250,100,5000000,10,16,0.109462,0.020463,5.3494
