NX,NY,Points,Iterations,Threads,Avg_Time_Serial(s),Avg_Time_Parallel(s),Speedup
500,200,3600000,10,2,0.087124,0.047288,1.8424
500,200,3600000,10,4,0.087124,0.026232,3.3212
500,200,3600000,10,8,0.087124,0.016398,5.3131
500,200,3600000,10,16,0.087124,0.020905,4.1676
