1,100,0.000081
1,10000,0.002096
1,1000000,0.200116
1,100000000,19.991323
1,1000000000,88.238051
2,100,0.000481
2,10000,0.002378
2,1000000,0.213135
2,100000000,21.195274
2,1000000000,108.285806
3,100,0.001915
3,10000,0.005573
3,1000000,0.223041
3,100000000,22.228514
3,1000000000,168.982556
