1,100,0.000217
1,10000,0.001730
1,1000000,0.090604
1,100000000,9.637205
2,100,0.000245
2,10000,0.001117
2,1000000,0.099796
2,100000000,9.796543
3,100,0.000833
3,10000,0.001919
3,1000000,0.129102
3,100000000,12.779346
